City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,el calafate,-50.3408,-72.2768,6.8,78,94,3.91,AR,1731302260
278,villa gesell,-37.2639,-56.973,13.7,87,100,4.54,AR,1731302439
279,saint-paul,-21.0096,55.2707,28.89,87,28,1.4,RE,1731302544
280,saldanha,-33.0117,17.9442,15.56,78,7,4.5,ZA,1731302545
281,tiksi,71.6872,128.8694,-16.35,97,96,1.13,RU,1731302546
282,souillac,-20.5167,57.5167,27.21,74,40,5.14,MU,1731302547
283,corn island,12.1694,-83.0418,28.34,74,89,4.6,NI,1731302533
284,lazaro cardenas,17.9583,-102.2,25.74,86,15,1.7,MX,1731302549
285,san-pedro,4.7485,-6.6363,24.56,90,27,2.0,CI,1731302550
286,kuusamo,65.9667,29.1833,-2.98,100,100,3.6,FI,1731302552
287,yuzhno-kurilsk,44.0306,145.8556,7.91,63,54,10.34,RU,1731302553
288,touros,-5.1989,-35.4608,25.98,70,100,5.67,BR,1731302554
289,telimele,10.9167,-13.3333,20.27,69,0,1.17,GN,1731302555
290,hell-ville,-13.4,48.2667,29.93,78,75,2.06,MG,1731302556
291,kainantu,-6.2887,145.8655,20.82,82,100,1.68,PG,1731302557
292,krasnogorskoye,52.2953,86.1979,1.96,89,100,1.66,RU,1731302559
293,seminole,28.7086,-81.2081,22.84,86,0,2.06,US,1731302560
294,ginir,7.1333,40.7,17.2,68,73,1.49,ET,1731302561
295,ancud,-41.8697,-73.8203,7.3,79,7,2.21,CL,1731302562
296,arnold,53.0,-1.1333,8.14,91,100,3.02,GB,1731302564
297,pitimbu,-7.4706,-34.8086,25.29,76,66,3.64,BR,1731302565
298,fiuggi,41.7986,13.2203,8.87,85,4,1.97,IT,1731302566
299,as sulayyil,20.4607,45.5779,22.12,38,10,2.92,SA,1731302567
300,ciudad lazaro cardenas,17.9583,-102.2,25.74,86,15,1.7,MX,1731302568
301,deder,9.3167,41.45,15.95,39,64,2.31,ET,1731302569
302,zyrya,40.3661,50.2917,10.05,82,100,1.71,AZ,1731302570
303,siocon,7.7061,122.1353,29.93,71,90,2.43,PH,1731302571
304,tual,-5.6667,132.75,28.68,74,100,5.85,ID,1731302572
305,fale old settlement,-9.3852,-171.2468,28.2,76,48,6.12,TK,1731302573
306,port alfred,-33.5906,26.891,15.66,96,100,3.47,ZA,1731302433
307,nelson bay,-32.7167,152.15,20.61,97,100,3.13,AU,1731302575
308,ihosy,-22.4,46.1167,25.22,64,9,2.13,MG,1731302576
309,cannonvale,-20.2833,148.7,26.66,68,38,4.38,AU,1731302577
310,kapa'a,22.0752,-159.319,24.18,92,100,8.75,US,1731302579
311,selfoss,63.9331,-20.9971,6.14,87,100,5.19,IS,1731302580
312,abaza,52.655,90.0928,2.11,81,100,1.09,RU,1731302581
313,okhotsk,59.3833,143.3,-9.21,66,100,9.6,RU,1731302582
314,taroa,8.7058,171.2275,27.98,78,5,5.64,MH,1731302584
315,mahibadhoo,3.7833,72.9667,28.0,72,13,1.72,MV,1731302585
316,moapa valley,36.5805,-114.4703,12.7,30,51,0.92,US,1731302586
317,vorgashor,67.5833,63.95,-17.22,100,92,2.68,RU,1731302587
318,pathein,16.7833,94.7333,28.61,73,54,4.52,MM,1731302588
319,bodo,67.28,14.405,3.02,81,100,4.63,NO,1731302589
320,xilin hot,43.9667,116.0333,7.7,32,22,8.82,CN,1731302590
321,fada,7.25,4.0667,24.37,88,47,1.03,NG,1731302591
322,lihue,21.9789,-159.3672,23.77,93,100,8.75,US,1731302592
323,alta sierra,35.7291,-118.5495,5.68,29,11,2.13,US,1731302594
324,urangan,-25.3,152.9,24.96,76,79,7.14,AU,1731302595
325,oral,51.2333,51.3667,-1.01,86,0,3.0,KZ,1731302596
326,verdal,63.7933,11.4817,3.23,79,92,1.34,NO,1731302597
327,zadar,44.1197,15.2422,9.34,46,0,8.75,HR,1731302598
328,cockburn town,21.4612,-71.1419,27.83,81,62,9.33,TC,1731302599
329,montevideo,-34.8335,-56.1674,18.84,94,0,7.2,UY,1731302040
330,minas de matahambre,22.5887,-83.9447,22.01,90,19,1.98,CU,1731302601
331,bavly,54.393,53.2602,-4.09,78,7,3.48,RU,1731302603
332,orcopampa,-15.2661,-72.3417,7.03,56,71,1.6,PE,1731302593
333,sa'dah,16.9402,43.7639,15.58,39,0,2.85,YE,1731302605
334,lufilufi,-13.8745,-171.5986,27.49,82,31,7.45,WS,1731302607
335,radebeul,51.1065,13.6605,0.62,100,75,2.06,DE,1731302608
336,richland center,43.3347,-90.3868,9.99,94,35,3.29,US,1731302609
337,charters towers,-20.1,146.2667,35.46,24,11,8.18,AU,1731302610
338,verkhotur'ye,58.8627,60.8054,-7.28,80,21,2.76,RU,1731302611
339,nuku'alofa,-21.1333,-175.2,24.19,88,100,4.12,TO,1731302361
340,saint joseph,39.7686,-94.8466,6.79,93,0,2.06,US,1731302534
341,santa ana,33.7456,-117.8678,16.96,59,20,0.0,US,1731302614
342,raja,8.4596,25.678,24.76,70,100,1.34,SS,1731302615
343,colachel,8.1667,77.25,29.84,56,8,1.44,IN,1731302616
344,alice springs,-23.7,133.8833,33.75,29,65,5.66,AU,1731302617
345,suntar,62.1444,117.6319,-11.42,92,100,2.29,RU,1731302474
346,bintulu,3.1667,113.0333,28.23,88,40,1.54,MY,1731302620
347,revda,56.801,59.9303,-6.43,91,100,4.33,RU,1731302622
348,emerald,-23.5333,148.1667,35.75,31,29,5.44,AU,1731302623
349,al hasakah,36.5024,40.7477,15.27,55,3,2.08,SY,1731302624
350,alesund,62.4723,6.1549,9.86,87,75,4.12,NO,1731302625
351,strathalbyn,-35.2667,138.9,18.48,66,75,4.11,AU,1731302626
352,kourou,5.1552,-52.6478,24.69,93,100,2.29,GF,1731302627
353,najran,17.4924,44.1277,18.11,35,2,0.96,SA,1731302628
354,trincomalee,8.5711,81.2335,28.55,71,52,3.92,LK,1731302629
355,tolanaro,-25.0319,46.9987,30.04,62,0,5.14,MG,1731302630
356,porto novo,6.4965,2.6036,24.66,88,72,1.1,BJ,1731302631
357,thurso,58.5927,-3.5259,6.14,82,39,9.09,GB,1731302632
358,yamada,39.4667,141.95,16.44,55,0,1.92,JP,1731302633
359,dolores,-36.3132,-57.6792,11.68,93,92,3.27,AR,1731302534
360,saint-pierre,-21.3393,55.4781,28.82,58,0,2.57,RE,1731302636
361,betio village,1.358,172.9211,30.02,70,8,5.96,KI,1731302637
362,kabinda,-6.1333,24.4833,19.29,96,93,0.5,CD,1731302638
363,labrador city,52.9463,-66.9114,-2.05,64,100,1.54,CA,1731302639
364,kingscliff,-28.2667,153.5667,23.89,88,100,2.06,AU,1731302640
365,kolonia,50.9333,6.95,9.98,92,100,1.54,DE,1731302641
366,san luis de la loma,17.2706,-100.8939,26.43,85,60,1.29,MX,1731302642
367,gbarnga,6.9956,-9.4722,20.56,85,2,0.58,LR,1731302643
368,terenos,-20.4422,-54.8603,27.84,61,0,7.2,BR,1731302644
369,bethanie,-26.4833,17.15,12.41,59,0,1.39,NA,1731302474
370,inverell,-29.7833,151.1167,27.02,55,100,4.71,AU,1731302646
371,kuanda,56.3161,116.0806,-12.3,88,100,0.7,RU,1731302647
372,ulsteinvik,62.3432,5.8487,9.86,79,100,3.13,NO,1731302648
373,saint johns,29.8961,-81.4165,23.84,89,63,0.0,US,1731302506
374,qoryooley,1.7878,44.53,28.38,68,92,3.91,SO,1731302651
375,piacabucu,-10.4056,-36.4344,24.83,80,34,5.48,BR,1731302652
376,haiku-pauwela,20.9219,-156.3051,23.47,68,20,8.23,US,1731302653
377,san andres,12.5847,-81.7006,25.01,100,40,4.63,CO,1731302654
378,saint-philippe,-21.3585,55.7679,25.45,75,31,5.21,RE,1731302655
379,galich,58.3797,42.3475,-0.22,90,99,1.55,RU,1731302656
380,fort bragg,35.139,-79.006,16.91,94,100,1.54,US,1731302657
381,windsor,42.3001,-83.0165,12.24,82,20,5.14,CA,1731302658
382,nabire,-3.3667,135.4833,30.29,65,93,3.05,ID,1731302659
383,ishikawa,26.4233,127.8214,29.46,74,75,3.6,JP,1731302660
384,muravlenko,63.7898,74.523,-9.66,94,100,10.61,RU,1731302661
385,beledweyne,4.7358,45.2036,27.15,69,96,3.81,SO,1731302662
386,visakhapatnam,17.69,83.2093,30.94,51,40,4.12,IN,1731302664
387,sao joao da barra,-21.6403,-41.0511,20.51,84,37,2.21,BR,1731302665
388,newnham,-41.3833,147.1333,19.53,37,0,8.23,AU,1731302666
389,vila do maio,15.1333,-23.2167,26.74,68,4,5.38,CV,1731302667
390,qarauyl,48.9451,79.255,1.12,76,100,11.44,KZ,1731302668
391,bakanas,44.8081,76.2772,7.86,61,30,7.65,KZ,1731302669
392,alpena,45.0617,-83.4327,9.5,99,100,3.09,US,1731302670
393,alotau,-10.3069,150.4462,28.85,74,100,2.78,PG,1731302671
394,al mijlad,11.0333,27.7333,25.99,21,84,7.65,SD,1731302672
395,marly,50.3456,3.5496,9.19,95,99,2.15,FR,1731302673
396,uliastay,47.7417,96.8444,-2.89,62,8,2.09,MN,1731302674
397,sinabang,2.4803,96.3801,29.25,70,98,0.63,ID,1731302675
398,dul'durga,50.6761,113.5931,-1.59,51,25,6.51,RU,1731302676
399,nemuro,43.3236,145.575,9.23,70,100,8.89,JP,1731302677
400,ruidoso,33.3317,-105.673,5.08,56,0,3.6,US,1731302679
401,ongjin,37.9347,125.3619,16.96,44,1,1.53,KP,1731302680
402,st. john's,47.5649,-52.7093,3.32,81,75,7.2,CA,1731302681
403,ghanzi,-21.5667,21.7833,20.39,76,100,3.9,BW,1731302682
404,taro,-8.3862,115.28,27.21,74,69,0.55,ID,1731302683
405,badagry,6.4167,2.8833,25.13,86,84,0.93,NG,1731302684
406,camocim,-2.9022,-40.8411,24.83,84,39,6.23,BR,1731302685
407,berezovyy,51.6667,135.7,-0.09,33,0,2.18,RU,1731302686
408,krasnovishersk,60.4078,57.082,-7.19,92,99,3.03,RU,1731302687
409,ambodifotatra,-16.9833,49.85,26.13,80,9,3.6,MG,1731302688
410,port saint john's,-31.6229,29.5448,17.51,92,100,2.67,ZA,1731302689
411,ceerigaabo,10.6162,47.368,17.14,43,72,3.47,SO,1731302690
412,colonia,50.9333,6.95,9.98,92,100,1.54,DE,1731302692
413,moa,20.6569,-74.9403,26.61,89,100,5.0,CU,1731302693
414,kenai,60.5544,-151.2583,-3.97,86,0,2.06,US,1731302507
415,seme,15.1942,-12.9448,24.56,19,24,3.64,SN,1731302696
416,soure,-0.7167,-48.5233,26.9,79,94,4.73,BR,1731302697
417,arizona city,32.7559,-111.671,13.1,34,46,0.68,US,1731302698
418,chanute,37.6792,-95.4572,8.06,81,0,0.0,US,1731302454
419,lianzhou,24.7811,112.3825,29.15,44,3,2.3,CN,1731302700
420,hithadhoo,-0.6,73.0833,28.39,70,100,5.31,MV,1731302701
421,sassandra,4.95,-6.0833,24.5,90,46,1.94,CI,1731302703
422,carnot,4.9409,15.8665,21.11,90,95,0.61,CF,1731302704
423,nova vicosa,-17.8919,-39.3719,24.03,77,92,6.09,BR,1731302705
424,bambanglipuro,-7.95,110.2833,29.66,71,99,5.65,ID,1731302706
425,zabol,32.25,67.25,10.19,40,0,4.75,AF,1731302707
426,ilebo,-4.3167,20.5833,20.4,97,100,0.42,CD,1731302708
427,mount gambier,-37.8333,140.7667,16.25,67,96,4.83,AU,1731302709
428,xinyuan,37.3,99.0,4.13,31,20,1.47,CN,1731302710
429,benghazi,32.1167,20.0667,18.99,65,100,5.99,LY,1731302475
430,kibuye,-2.0597,29.3482,19.2,78,67,0.38,RW,1731302713
431,al hadd,26.2456,50.6542,26.7,89,40,3.09,BH,1731302714
432,lerwick,60.1545,-1.1494,9.57,84,20,8.95,GB,1731302715
433,ivolginsk,51.7492,107.2837,-5.19,80,75,3.0,RU,1731302716
434,campbellton,48.0075,-66.6727,2.25,76,100,1.04,CA,1731302717
435,fuglafjordur,62.244,-6.814,7.66,81,85,11.82,FO,1731302718
436,lamu,-2.2717,40.902,27.44,79,95,2.6,KE,1731302719
437,victorica,-36.2151,-65.4359,12.88,49,0,3.69,AR,1731302720
438,iowa falls,42.5225,-93.2513,9.08,81,40,4.63,US,1731302721
439,thinadhoo,0.5333,72.9333,28.27,72,59,5.27,MV,1731302722
440,khandyga,62.6667,135.6,-16.83,95,100,0.48,RU,1731302723
441,dazhou,31.2159,107.5009,16.9,82,100,0.65,CN,1731302724
442,queenstown,-31.8976,26.8753,12.22,90,100,2.85,ZA,1731302582
443,dhuusamarreeb,5.535,46.3861,26.38,64,94,4.4,SO,1731302728
444,panaba,21.2833,-88.2667,23.31,94,21,1.74,MX,1731302474
445,inarajan village,13.2736,144.7484,29.54,88,100,5.81,GU,1731302730
446,kondoa,-4.9,35.7833,20.26,65,92,3.02,TZ,1731302731
447,erdenet,49.0333,104.0833,0.92,33,64,6.68,MN,1731302732
448,jebrail,39.3992,47.0283,8.22,66,100,0.39,AZ,1731302733
449,sharlyk,52.9167,54.75,-7.47,91,0,1.68,RU,1731302734
450,srikakulam,18.3,83.9,29.54,45,20,4.68,IN,1731302735
451,nuuk,64.1835,-51.7216,-1.66,86,100,3.09,GL,1731302736
452,kokpekty,48.75,82.4,2.85,70,100,8.65,KZ,1731302737
453,fisterra,42.9049,-9.2629,16.07,89,5,4.98,ES,1731302738
454,bedesa,8.9,40.7833,18.3,61,73,1.87,ET,1731302739
455,kerikeri,-35.2268,173.9474,15.21,96,100,0.74,NZ,1731302740
456,tamanrasset,22.785,5.5228,9.95,43,0,2.57,DZ,1731302742
457,taibet,33.0829,6.3998,15.88,61,2,4.37,DZ,1731302743
458,hami,42.8,93.45,9.87,34,0,1.26,CN,1731302744
459,hizan,38.2257,42.4278,8.33,52,99,1.24,TR,1731302745
460,sitangkai,4.6628,119.3928,28.09,76,100,0.38,PH,1731302746
461,sao vicente,-23.9631,-46.3919,18.88,26,0,1.39,BR,1731302747
462,san pedro,14.35,121.0167,29.62,81,100,6.69,PH,1731302748
463,sydney mines,46.2367,-60.2177,4.99,81,52,0.89,CA,1731302749
464,nesebar,42.7833,27.7333,6.49,89,100,3.32,BG,1731302750
465,galle,6.0367,80.217,29.11,69,35,1.35,LK,1731302751
466,castillos,-34.1667,-53.8333,14.12,97,40,2.71,UY,1731302752
467,al hasaheisa,14.7526,33.2984,27.13,37,44,6.21,SD,1731302753
468,sao desiderio,-12.3633,-44.9733,21.39,99,100,0.38,BR,1731302755
469,sao jose da coroa grande,-8.8978,-35.1478,24.39,79,37,4.61,BR,1731302756
470,cuatro cienegas de carranza,26.9833,-102.0833,20.2,69,0,2.07,MX,1731302757
471,mizan teferi,6.9833,35.5833,19.92,73,0,0.93,ET,1731302758
472,antonio enes,-16.2325,39.9086,27.93,69,0,3.46,MZ,1731302759
473,the bottom,17.6259,-63.2492,26.53,75,100,7.39,BQ,1731302760
474,afaahiti,-17.75,-149.2833,24.12,88,91,8.33,PF,1731302761
475,kirkland lake,48.1446,-80.0377,3.16,100,100,0.0,CA,1731302763
476,alofi,-19.0595,-169.9187,22.94,94,75,6.17,NU,1731302765
477,el porvenir,13.7617,-87.3458,21.22,91,38,2.09,HN,1731302767
478,gaya,24.7833,85.0,28.5,40,6,1.78,IN,1731302768
479,porbandar,21.6422,69.6093,28.99,58,0,2.06,IN,1731302769
480,youghal,51.95,-7.8506,9.19,92,76,1.8,IE,1731302770
481,salitrillos,9.8526,-84.0906,17.19,97,100,1.04,CR,1731302771
482,qamdo,31.1667,97.2333,7.39,29,0,3.34,CN,1731302772
483,acapulco de juarez,16.8634,-99.8901,27.9,89,40,0.0,MX,1731302773
484,leava,-14.3,-178.1667,27.36,81,97,3.83,WF,1731302774
485,bengkulu,-3.8004,102.2655,28.47,75,86,3.23,ID,1731302721
486,bikenibeu village,1.3673,173.1241,29.98,74,20,4.12,KI,1731302776
487,tandil,-37.3217,-59.1332,9.03,91,100,1.45,AR,1731302777
488,ebolowa,2.9,11.15,20.21,97,100,0.52,CM,1731302610
489,acarau,-2.8856,-40.12,25.11,81,61,6.4,BR,1731302715
490,maragogi,-9.0122,-35.2225,23.86,80,39,4.02,BR,1731302782
491,jaisalmer,26.9147,70.9181,29.78,27,0,4.46,IN,1731302783
492,altoona,40.5187,-78.3947,14.71,74,100,2.9,US,1731302784
493,cradock,-32.1642,25.6192,13.29,80,82,3.44,ZA,1731302785
494,novaya igirma,57.1334,103.9112,-3.37,71,100,3.96,RU,1731302786
495,la sarre,48.8002,-79.1996,1.14,99,100,2.39,CA,1731302787
496,shahin dezh,36.6793,46.5669,11.09,78,98,2.2,IR,1731302788
497,riohacha,11.5444,-72.9072,24.15,93,54,2.19,CO,1731302789
498,kimberley,-28.7323,24.7623,13.83,94,1,1.03,ZA,1731302790
499,lycksele,64.5954,18.6735,0.93,93,100,1.54,SE,1731302791
500,loushanguan,28.1375,106.82,17.4,58,100,1.47,CN,1731302792
501,sidareja,-7.4846,108.7923,30.7,67,90,2.63,ID,1731302793
502,prince rupert,54.3161,-130.3201,8.83,79,75,7.72,CA,1731302795
503,calvi,42.5,8.8333,6.35,87,0,3.6,FR,1731302796
504,kutum,14.2,24.6667,17.85,35,83,2.73,SD,1731302715
505,san clemente del tuyu,-36.3569,-56.7235,14.66,81,100,5.5,AR,1731302798
506,kant,27.8,79.8,27.99,41,0,2.18,IN,1731302799
507,sheringham,52.9408,1.2093,9.3,85,72,8.95,GB,1731302801
508,atherton,53.5237,-2.4935,8.75,96,100,2.62,GB,1731302802
509,gadzhiyevo,69.2551,33.3362,3.21,74,100,8.1,RU,1731302803
510,lodja,-3.4833,23.4333,19.06,97,98,0.55,CD,1731302804
511,bardai,11.65,7.2333,17.07,30,51,3.81,NG,1731302805
512,richmond,37.5538,-77.4603,13.99,95,100,2.06,US,1731302717
513,delijan,33.9905,50.6838,15.71,34,30,1.68,IR,1731302807
514,kapuskasing,49.4169,-82.4331,4.05,100,100,0.51,CA,1731302809
515,callao,-12.0667,-77.15,19.84,77,0,4.63,PE,1731302810
516,mil'kovo,55.6078,37.7956,1.3,55,92,2.66,RU,1731302811
517,amga,60.8953,131.9608,-10.74,93,98,1.72,RU,1731302812
518,manta,-0.95,-80.7333,22.88,83,40,5.51,EC,1731302796
519,gazli,40.1333,63.45,8.98,47,0,1.63,UZ,1731302814
520,orkney,-26.9802,26.6727,19.24,75,100,4.05,ZA,1731302815
521,tchintabaraden,15.8969,5.7985,18.61,25,55,4.04,NE,1731302816
522,kingston,17.997,-76.7936,27.53,83,20,1.54,JM,1731302119
523,khorixas,-20.3667,14.9667,18.2,36,0,0.25,NA,1731302818
524,nadi,-17.8,177.4167,25.0,78,75,4.63,FJ,1731302819
525,sao miguel do araguaia,-13.275,-50.1628,23.31,90,99,0.84,BR,1731302820
526,puerto baquerizo moreno,-0.9,-89.6,20.72,74,96,2.96,EC,1731302822
527,kismayo,-0.3582,42.5454,28.02,72,100,3.04,SO,1731302823
528,korla,41.7597,86.1469,10.19,43,20,1.44,CN,1731302824
529,fortuna,40.5982,-124.1573,16.86,76,100,8.75,US,1731302825
530,mhamid,29.82,-5.72,19.54,37,76,5.9,MA,1731302826
531,guerrero negro,27.9769,-114.0611,17.51,64,100,3.6,MX,1731302632
532,kataysk,56.289,62.5841,-6.3,86,12,5.4,RU,1731302828
533,ust'-kulom,61.6864,53.6902,-6.91,93,75,2.66,RU,1731302830
534,ofunato,39.0717,141.7167,17.17,57,0,1.44,JP,1731302832
535,togur,58.3631,82.8265,-9.43,86,100,4.71,RU,1731302833
536,tvoroyri,61.5556,-6.8111,8.95,80,84,12.42,FO,1731302835
537,shingu,33.7333,135.9833,21.78,80,64,2.11,JP,1731302836
538,zouerate,22.7187,-12.4521,21.69,22,0,2.2,MR,1731302837
539,fereydunshahr,32.941,50.121,9.87,42,99,1.03,IR,1731302838
540,jatiroto,-7.8833,111.1167,30.42,62,96,1.75,ID,1731302839
541,malangali,-8.5667,34.85,21.49,64,2,2.08,TZ,1731302838
542,namibe,-15.1961,12.1522,20.25,71,57,0.58,AO,1731302841
543,kruisfontein,-34.0033,24.7314,15.48,73,49,0.36,ZA,1731302842
544,nizhneangarsk,55.7833,109.55,-7.12,70,46,0.92,RU,1731302843
545,morehead city,34.7229,-76.726,22.02,82,75,3.09,US,1731302844
546,kuraymah,18.55,31.85,21.3,31,46,6.28,SD,1731302845
547,oranjemund,-28.55,16.4333,15.72,84,74,2.82,NA,1731302846
548,villa del totoral,-30.8167,-63.7167,15.45,82,100,10.07,AR,1731302849
549,miles city,46.4083,-105.8406,5.54,75,75,4.63,US,1731302850
550,stewartville,43.8555,-92.4885,9.75,93,100,5.66,US,1731302851
551,barda,40.3744,47.1267,4.6,64,90,0.84,AZ,1731302852
552,felipe carrillo puerto,19.5833,-88.05,22.95,98,28,0.49,MX,1731302853
553,peniche,39.3558,-9.3811,17.89,93,85,7.09,PT,1731302854
554,faya-largeau,17.9257,19.1043,19.23,32,16,8.44,TD,1731302855
555,maicao,11.3832,-72.2432,24.04,91,90,0.94,CO,1731302856
556,tete,-16.1564,33.5867,31.05,51,20,3.6,MZ,1731302594
557,merizo village,13.2658,144.6691,29.31,88,100,5.95,GU,1731302858
